x,y,z,class,paths
-8.66E-01,9.00E+00,2.14E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T060000+1000_REC_985-990.wav
-1.12E+00,1.17E+01,2.10E+00,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T060000+1000_REC_99-103.wav
-1.12E+00,8.36E+00,6.72E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T060000+1000_REC_990-994.wav
-2.53E+00,7.04E+00,-1.41E-02,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T060000+1000_REC_994-999.wav
1.26E+00,7.19E+00,3.72E-01,0,D:\PhD-data\Tarcutta-DryA-20210427\20210427T060000+1000_REC_999-1003.wav
1.32E+01,9.94E+00,5.30E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_0-4.wav
1.10E+01,9.30E+00,5.97E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1003-1008.wav
1.08E+01,9.18E+00,6.05E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1008-1012.wav
1.27E+01,9.41E+00,5.87E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1012-1017.wav
1.08E+01,9.17E+00,6.06E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1017-1021.wav
1.28E+01,9.91E+00,5.40E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1021-1026.wav
1.26E+01,9.41E+00,5.86E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1026-1030.wav
1.32E+01,9.90E+00,5.30E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_103-108.wav
1.17E+01,9.32E+00,6.20E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1030-1035.wav
1.25E+01,9.32E+00,6.05E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1035-1039.wav
1.27E+01,9.46E+00,5.82E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1039-1044.wav
1.29E+01,9.56E+00,5.78E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1044-1048.wav
1.30E+01,9.65E+00,5.68E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1048-1053.wav
1.15E+01,9.64E+00,6.11E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1053-1057.wav
1.09E+01,9.24E+00,6.01E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1057-1062.wav
1.24E+01,7.68E+00,4.32E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1062-1066.wav
1.08E+01,9.14E+00,6.10E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1066-1071.wav
1.25E+01,9.33E+00,6.04E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1071-1075.wav
1.13E+01,9.15E+00,6.30E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1075-1080.wav
1.13E+01,9.43E+00,5.85E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_108-112.wav
1.27E+01,9.51E+00,5.50E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1080-1084.wav
1.11E+01,9.45E+00,5.93E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1084-1089.wav
1.29E+01,9.68E+00,5.68E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1089-1093.wav
1.32E+01,1.01E+01,5.44E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1093-1098.wav
1.26E+01,1.04E+01,5.65E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1098-1102.wav
1.09E+01,9.16E+00,6.13E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1102-1107.wav
1.14E+01,9.35E+00,6.13E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1107-1111.wav
1.28E+01,9.50E+00,5.74E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1111-1116.wav
1.24E+01,9.49E+00,5.57E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1116-1120.wav
1.32E+01,9.89E+00,5.29E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_112-117.wav
1.26E+01,9.47E+00,5.64E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1120-1125.wav
1.31E+01,9.98E+00,5.43E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1125-1129.wav
1.12E+01,9.42E+00,5.95E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1129-1134.wav
1.29E+01,9.69E+00,5.48E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1134-1138.wav
1.08E+01,9.15E+00,6.09E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1138-1143.wav
1.15E+01,9.21E+00,6.31E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1143-1147.wav
1.21E+01,9.98E+00,5.97E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1147-1152.wav
1.29E+01,9.76E+00,5.35E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1152-1156.wav
1.13E+01,9.45E+00,5.94E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1156-1161.wav
1.18E+01,9.22E+00,6.11E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1161-1165.wav
1.11E+01,9.11E+00,6.22E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1165-1170.wav
1.31E+01,9.90E+00,5.34E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_117-121.wav
1.27E+01,9.51E+00,5.49E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1170-1174.wav
1.11E+01,9.10E+00,6.24E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1174-1179.wav
1.30E+01,9.81E+00,5.49E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1179-1183.wav
1.29E+01,9.55E+00,5.76E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1183-1188.wav
1.28E+01,9.61E+00,5.42E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1188-1192.wav
1.16E+01,9.50E+00,6.10E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1192-1197.wav
1.12E+01,9.43E+00,5.89E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_1197-1201.wav
1.32E+01,9.89E+00,5.28E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_121-126.wav
1.20E+01,9.55E+00,5.88E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_126-130.wav
1.20E+01,1.03E+01,5.84E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_13-18.wav
1.32E+01,9.87E+00,5.28E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_130-135.wav
1.32E+01,9.90E+00,5.29E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_135-139.wav
1.20E+01,1.06E+01,6.07E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_139-144.wav
1.22E+01,9.75E+00,5.84E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_144-148.wav
1.28E+01,9.69E+00,5.62E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_148-153.wav
1.15E+01,9.44E+00,6.26E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_153-157.wav
1.13E+01,9.46E+00,5.97E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_157-162.wav
1.30E+01,9.68E+00,5.63E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_162-166.wav
1.28E+01,9.70E+00,5.53E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_166-171.wav
1.27E+01,1.05E+01,5.52E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_171-175.wav
1.21E+01,9.76E+00,5.91E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_175-180.wav
1.29E+01,9.72E+00,5.38E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_18-22.wav
1.27E+01,9.61E+00,5.48E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_180-184.wav
1.14E+01,9.51E+00,6.03E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_184-189.wav
1.30E+01,1.06E+01,5.37E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_189-193.wav
1.15E+01,9.49E+00,5.69E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_193-198.wav
1.28E+01,9.53E+00,5.52E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_198-202.wav
1.31E+01,9.98E+00,5.32E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_202-207.wav
1.29E+01,1.07E+01,5.42E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_207-211.wav
1.26E+01,1.05E+01,5.50E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_211-216.wav
1.10E+01,9.36E+00,5.96E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_216-220.wav
1.23E+01,1.04E+01,5.66E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_22-27.wav
1.30E+01,9.83E+00,5.58E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_220-225.wav
1.30E+01,9.70E+00,5.62E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_225-229.wav
1.13E+01,9.63E+00,5.89E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_229-234.wav
1.30E+01,9.73E+00,5.57E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_234-238.wav
1.30E+01,1.04E+01,5.28E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_238-243.wav
1.30E+01,9.91E+00,5.39E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_243-247.wav
1.32E+01,9.96E+00,5.28E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_247-252.wav
1.28E+01,9.99E+00,5.45E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_252-256.wav
1.23E+01,9.54E+00,5.50E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_256-261.wav
1.19E+01,1.02E+01,5.76E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_261-265.wav
1.19E+01,9.59E+00,5.96E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_265-270.wav
1.31E+01,1.00E+01,5.30E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_27-31.wav
1.28E+01,1.06E+01,5.52E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_270-274.wav
1.08E+01,7.46E+00,1.68E+00,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_274-279.wav
1.10E+01,9.46E+00,5.92E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_279-283.wav
1.22E+01,1.01E+01,5.75E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_283-288.wav
1.29E+01,1.07E+01,5.40E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_288-292.wav
1.22E+01,1.01E+01,5.52E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_292-297.wav
1.29E+01,1.06E+01,5.38E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_297-301.wav
1.22E+01,9.71E+00,5.90E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_301-306.wav
1.25E+01,9.54E+00,5.78E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_306-310.wav
1.28E+01,1.03E+01,5.54E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_31-36.wav
1.19E+01,9.34E+00,5.71E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_310-315.wav
1.27E+01,9.50E+00,5.49E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_315-319.wav
1.31E+01,1.03E+01,5.22E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_319-324.wav
1.29E+01,1.04E+01,5.44E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_324-328.wav
1.22E+01,9.73E+00,5.91E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_328-333.wav
1.17E+01,9.71E+00,6.00E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_333-337.wav
1.27E+01,1.05E+01,5.54E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_337-342.wav
1.30E+01,9.93E+00,5.60E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_342-346.wav
1.29E+01,1.06E+01,5.40E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_346-351.wav
1.29E+01,1.07E+01,5.41E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_351-355.wav
1.21E+01,1.00E+01,5.99E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_355-360.wav
1.21E+01,1.00E+01,6.00E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_36-40.wav
1.20E+01,1.03E+01,5.82E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_360-364.wav
1.26E+01,1.05E+01,5.52E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_364-369.wav
1.19E+01,1.01E+01,5.81E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_369-373.wav
1.22E+01,1.07E+01,5.93E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_373-378.wav
1.27E+01,1.06E+01,5.51E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_378-382.wav
1.22E+01,1.04E+01,5.70E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_382-387.wav
1.20E+01,1.02E+01,5.83E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_387-391.wav
1.24E+01,1.02E+01,5.67E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_391-396.wav
1.28E+01,9.61E+00,5.44E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_396-400.wav
1.25E+01,9.47E+00,5.79E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_4-9.wav
1.25E+01,1.05E+01,5.54E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_40-45.wav
1.22E+01,9.99E+00,5.96E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_400-405.wav
1.20E+01,1.02E+01,5.60E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_405-409.wav
1.18E+01,1.00E+01,5.84E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_409-414.wav
1.18E+01,1.03E+01,5.91E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_414-418.wav
1.14E+01,9.18E+00,6.32E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_418-423.wav
1.26E+01,9.52E+00,5.78E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_423-427.wav
1.25E+01,9.50E+00,5.59E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_427-432.wav
1.28E+01,9.61E+00,5.54E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_432-436.wav
1.22E+01,9.54E+00,5.46E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_436-441.wav
1.24E+01,9.44E+00,5.70E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_441-445.wav
1.28E+01,1.06E+01,5.44E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_445-450.wav
1.25E+01,1.05E+01,5.54E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_45-49.wav
1.31E+01,1.04E+01,5.24E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_450-454.wav
1.29E+01,9.84E+00,5.34E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_454-459.wav
1.29E+01,9.82E+00,5.35E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_459-463.wav
1.24E+01,9.49E+00,5.64E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_463-468.wav
1.28E+01,9.63E+00,5.42E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_468-472.wav
1.20E+01,1.01E+01,5.62E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_472-477.wav
1.29E+01,9.95E+00,5.41E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_477-481.wav
1.31E+01,1.03E+01,5.21E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_481-486.wav
1.27E+01,9.80E+00,5.53E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_486-490.wav
1.21E+01,1.01E+01,5.66E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_49-54.wav
1.32E+01,9.95E+00,5.28E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_490-495.wav
1.24E+01,1.01E+01,5.81E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_495-499.wav
1.30E+01,1.04E+01,5.42E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_499-504.wav
1.19E+01,9.35E+00,5.75E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_504-508.wav
1.31E+01,1.01E+01,5.56E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_508-513.wav
1.29E+01,9.76E+00,5.37E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_513-517.wav
1.29E+01,9.67E+00,5.66E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_517-522.wav
1.27E+01,9.52E+00,5.50E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_522-526.wav
1.24E+01,9.36E+00,5.99E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_526-531.wav
1.16E+01,9.32E+00,6.27E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_531-535.wav
1.30E+01,9.95E+00,5.38E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_535-540.wav
1.19E+01,9.60E+00,6.00E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_54-58.wav
1.18E+01,9.34E+00,5.74E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_540-544.wav
1.22E+01,9.46E+00,5.81E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_544-549.wav
1.27E+01,9.57E+00,5.52E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_549-553.wav
1.22E+01,9.46E+00,5.75E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_553-558.wav
1.18E+01,9.37E+00,5.79E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_558-562.wav
1.31E+01,9.89E+00,5.36E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_562-567.wav
1.30E+01,9.69E+00,5.64E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_567-571.wav
1.29E+01,9.67E+00,5.65E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_571-576.wav
1.20E+01,1.02E+01,5.61E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_576-580.wav
1.14E+01,9.47E+00,5.75E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_58-63.wav
1.20E+01,1.01E+01,5.55E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_580-585.wav
1.11E+01,9.48E+00,5.90E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_585-589.wav
1.22E+01,9.52E+00,5.43E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_589-594.wav
1.10E+01,9.04E+00,6.28E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_594-598.wav
1.17E+01,9.53E+00,6.04E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_598-603.wav
1.15E+01,9.38E+00,6.27E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_603-607.wav
1.15E+01,9.40E+00,6.27E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_607-612.wav
1.18E+01,9.33E+00,5.71E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_612-616.wav
1.16E+01,9.66E+00,6.08E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_616-621.wav
1.19E+01,1.01E+01,5.79E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_621-625.wav
1.10E+01,9.04E+00,6.27E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_625-630.wav
1.19E+01,9.61E+00,5.98E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_63-67.wav
1.13E+01,9.16E+00,6.29E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_630-634.wav
1.14E+01,9.16E+00,6.33E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_634-639.wav
1.17E+01,9.41E+00,5.84E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_639-643.wav
1.15E+01,9.68E+00,6.09E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_643-648.wav
1.15E+01,9.32E+00,6.29E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_648-652.wav
1.27E+01,9.38E+00,5.84E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_652-657.wav
1.18E+01,9.50E+00,5.92E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_657-661.wav
1.12E+01,9.49E+00,5.91E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_661-666.wav
1.21E+01,1.00E+01,5.52E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_666-670.wav
1.31E+01,1.01E+01,5.54E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_67-72.wav
1.19E+01,1.00E+01,5.61E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_670-675.wav
1.22E+01,1.01E+01,5.46E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_675-679.wav
1.23E+01,1.02E+01,5.32E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_679-684.wav
1.22E+01,1.16E+01,5.71E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_684-688.wav
1.23E+01,1.02E+01,5.34E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_688-693.wav
1.21E+01,6.83E+00,-5.61E-01,2,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_693-697.wav
1.29E+01,1.03E+01,5.55E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_697-702.wav
1.28E+01,9.96E+00,5.40E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_702-706.wav
1.29E+01,1.05E+01,5.47E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_706-711.wav
1.12E+01,9.26E+00,6.11E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_711-715.wav
1.08E+01,9.16E+00,6.07E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_715-720.wav
1.30E+01,9.55E+00,5.77E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_72-76.wav
1.28E+01,9.50E+00,5.79E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_720-724.wav
1.15E+01,9.20E+00,6.32E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_724-729.wav
1.15E+01,9.18E+00,6.33E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_729-733.wav
1.25E+01,9.35E+00,6.03E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_733-738.wav
1.15E+01,9.21E+00,6.30E+00,1,D:\PhD-data\Tarcutta-DryA-20210427\20210427T080000+1000_REC_738-742.wav
